"CountyID","County","Province","Population","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","y102","y103","y104","y105"
"CT00041","Inglewood","Taranaki",1478,41,43,40,38,40,38,38,37,35,35,33,30,31,29,29,30,30,27,26,26,26,26,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,20,21,21,21,21,16,16,16,16,16,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,4,4,4,4,2,2,2,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00042","Kaikoura","Canterbury",927,24,23,23,24,24,22,21,22,21,21,19,18,17,17,17,17,17,16,15,15,15,15,15,15,15,15,15,15,16,16,16,16,15,15,15,15,15,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00043","Kairanga","Wellington",2219,57,58,56,56,53,53,53,51,47,50,46,42,41,40,40,41,41,39,37,37,37,37,36,35,35,35,35,37,38,38,38,38,37,38,38,38,38,34,35,35,35,35,26,26,26,26,26,20,21,21,21,21,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00044","Kaitieke","Taranaki",1184,33,34,32,31,32,30,30,30,28,28,26,24,25,24,24,24,24,22,21,21,21,21,19,19,19,19,19,20,20,20,20,20,19,19,19,19,19,16,17,17,17,17,13,13,13,13,13,9,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00045","Kawhia","Auckland",406,11,11,10,11,10,10,10,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00046","Kiwitea","Wellington",1029,27,27,26,26,25,25,25,24,22,23,21,19,19,19,19,19,19,18,17,17,17,17,17,16,16,16,16,17,18,18,18,18,17,18,18,18,18,16,16,16,16,16,12,12,12,12,12,9,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00047","Kowai","Canterbury",948,25,24,24,24,24,22,22,22,21,21,20,18,18,18,18,18,18,16,16,16,16,16,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00048","Lake","Southland",710,18,20,18,19,19,18,18,18,17,17,17,15,16,14,14,14,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00049","Levels","Canterbury",2581,66,64,64,65,65,60,59,60,57,57,53,49,48,47,47,47,47,44,42,42,42,42,41,41,41,41,41,43,43,43,43,43,42,42,42,42,42,38,38,38,38,38,30,30,30,30,30,25,25,25,25,25,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,6,6,6,7,7,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CT00050","Mackenzie","Canterbury",1349,35,34,33,34,34,31,31,31,30,30,28,26,25,25,25,25,25,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,7,7,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00051","Makara","Wellington",1581,41,41,39,40,38,38,38,36,33,35,32,30,29,29,29,29,29,28,26,26,26,26,25,25,25,25,25,26,27,27,27,27,26,27,27,27,27,24,25,25,25,25,19,19,19,19,19,14,15,15,15,15,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00052","Malvern","Canterbury",1346,35,34,33,34,34,31,31,31,30,30,27,26,25,25,25,25,25,23,22,22,22,22,22,21,21,22,22,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,7,7,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00053","Manawatu","Wellington",2002,51,53,50,50,48,48,48,46,42,45,41,38,37,36,36,36,36,36,33,33,33,33,32,32,32,32,32,33,34,34,34,34,34,34,34,34,34,31,31,31,31,31,24,24,24,24,24,18,18,19,19,19,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00054","Maniototo","Otago",1123,26,26,26,24,28,26,25,26,24,25,24,23,23,21,21,21,21,19,17,17,17,17,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00055","Manukau","Auckland",2801,74,75,71,76,71,72,68,64,62,61,59,56,55,51,51,51,51,51,46,46,46,46,45,44,44,44,44,46,47,47,47,47,47,48,48,48,48,42,43,43,43,43,33,33,33,33,33,26,26,27,27,27,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,6,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00056","Marlborough","Marlborough",3455,93,93,86,88,87,91,86,82,75,75,73,66,65,64,64,64,64,53,56,55,55,55,55,54,54,54,54,53,54,54,54,54,57,57,58,57,57,51,51,52,51,51,39,39,39,39,39,33,33,33,33,33,23,23,23,23,23,20,20,20,20,20,15,15,15,15,15,11,11,11,11,11,8,8,8,8,8,5,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00057","Masterton","Wellington",1381,36,36,35,35,33,33,33,32,29,31,28,26,25,25,25,25,25,25,23,23,23,23,22,22,22,22,22,23,23,23,23,23,23,23,24,23,23,21,22,22,22,22,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00058","Matakaoa","Hawkes.Bay",269,8,7,7,7,6,6,6,6,5,6,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00059","Matamata","Auckland",2100,55,56,53,57,53,53,51,48,46,46,44,41,41,38,38,38,38,38,35,34,35,35,33,33,33,33,33,34,35,35,35,35,35,36,36,36,36,31,32,32,32,32,25,25,25,25,25,19,20,20,20,20,14,14,14,14,14,10,11,11,11,11,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00060","Mauriceville","Wellington",371,10,10,9,9,9,9,9,9,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00061","Mongonui","Auckland",1528,40,41,39,41,38,39,37,35,33,33,32,30,30,28,28,28,28,27,25,25,25,25,24,24,24,24,24,25,25,26,26,26,26,26,26,26,26,23,23,23,23,23,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00062","Mount Herbert","Canterbury",195,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00063","Murchison","Nelson",470,11,12,12,12,12,13,11,12,11,11,11,10,9,9,9,9,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,7,7,8,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00064","Ohinemuri","Auckland",1173,31,31,30,32,30,30,29,27,26,26,25,23,23,21,21,21,21,21,20,19,19,19,19,18,18,19,19,19,20,20,20,20,20,20,20,20,20,18,18,18,18,18,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00065","Ohura","Auckland",1028,27,27,26,28,26,26,25,24,23,23,22,20,20,19,19,19,19,19,17,17,17,17,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,15,16,16,16,16,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00066","Opotiki","Hawkes.Bay",914,25,24,24,21,20,21,19,19,18,21,16,13,16,18,18,18,18,16,15,15,15,15,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00067","Oroua","Wellington",1739,45,46,43,43,42,41,41,40,37,39,36,33,32,32,32,32,32,31,29,29,29,29,28,27,27,28,28,29,29,29,29,29,29,29,30,30,30,27,27,27,27,27,20,21,21,21,21,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00068","Otamatea","Auckland",1582,42,42,40,43,40,40,38,36,35,35,33,31,31,29,29,29,29,28,26,26,26,26,25,25,25,25,25,26,26,26,26,26,27,27,27,27,27,24,24,24,24,24,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00069","Oxford","Canterbury",813,21,20,20,21,21,19,19,19,18,18,17,15,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00070","Pahiatua","Wellington",1393,36,37,35,35,33,33,33,32,29,31,28,26,26,25,25,25,25,25,23,23,23,23,22,22,22,22,22,23,24,24,24,24,23,24,24,24,24,21,22,22,22,22,16,16,17,16,16,13,13,13,13,13,9,10,10,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00071","Paparua","Canterbury",2345,60,58,58,59,59,55,53,54,51,51,48,44,43,43,43,43,43,40,38,38,38,38,37,37,37,37,37,39,39,39,39,39,38,38,38,38,38,34,35,35,34,34,28,28,28,28,28,23,23,23,23,23,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,7,7,7,8,8,6,6,6,6,6,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00072","Patangata","Hawkes.Bay",805,22,21,22,19,18,19,17,17,16,19,15,11,14,16,16,16,16,14,13,13,13,13,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00073","Patea","Taranaki",1455,40,42,40,38,40,37,37,37,35,34,33,30,31,29,29,29,29,27,26,25,26,26,24,23,23,23,23,24,25,25,25,25,23,24,24,24,24,20,20,20,20,20,16,16,16,16,16,12,12,12,12,12,8,8,8,8,8,6,7,7,7,7,5,5,5,5,5,3,3,4,4,4,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00074","Peninsula","Otago",819,19,19,19,18,20,19,18,19,18,18,18,17,16,15,15,15,15,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,10,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00075","Piako","Auckland",2717,72,72,69,73,68,69,66,62,60,59,57,54,53,49,49,49,49,49,45,45,45,45,43,43,42,43,43,45,45,46,45,45,46,46,47,47,47,41,41,42,41,41,32,32,32,32,32,25,26,26,26,26,18,18,18,18,18,13,14,14,14,14,10,10,10,10,10,6,6,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00076","Pohangina","Wellington",599,16,16,15,15,15,14,14,14,13,13,12,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00077","Raglan","Auckland",1853,49,49,47,50,47,47,45,43,41,41,39,37,36,34,34,34,34,33,31,31,31,31,30,29,29,29,29,31,31,31,31,31,31,32,32,32,32,28,28,28,28,28,22,22,22,22,22,17,17,18,18,18,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00078","Rangiora","Canterbury",1465,38,36,36,37,37,34,33,34,32,32,30,28,27,27,27,27,27,25,24,24,24,24,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,21,22,22,22,22,17,17,17,17,17,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00079","Rangitikei","Wellington",3670,94,96,92,92,88,87,87,85,78,82,75,69,68,67,67,67,67,65,61,61,61,61,59,58,58,58,58,61,62,62,62,62,62,62,62,62,62,57,57,58,57,57,43,43,44,44,44,34,34,34,34,34,25,25,25,25,25,18,19,19,19,19,15,15,15,15,15,10,11,11,11,11,7,7,7,7,7,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CT00080","Rodney","Auckland",1513,40,40,38,41,38,38,37,35,33,33,32,30,29,27,27,27,27,27,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,26,26,26,26,23,23,23,23,23,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,8,8,8,8,5,6,6,6,6,3,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00081","Rotorua","Auckland",804,21,21,20,22,20,21,20,18,18,18,17,16,16,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,14,13,13,14,14,14,14,14,12,12,12,12,12,9,10,10,10,10,7,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00082","Selwyn","Canterbury",616,16,16,15,16,16,15,14,14,14,14,13,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00083","Sounds","Marlborough",390,11,11,10,10,10,10,10,9,9,9,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
