"CountyID","County","Province","Population","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","y102","y103","y104","y105"
"CT00084","Southland","Southland",11461,296,322,297,304,315,297,291,299,276,278,277,251,253,222,222,223,223,188,179,178,179,179,174,173,173,174,174,176,177,177,177,177,174,175,176,176,176,155,156,156,156,156,125,126,126,126,126,99,100,100,100,100,73,73,73,73,73,64,65,65,65,65,51,52,52,52,52,35,36,36,36,36,25,25,25,25,25,15,15,14,14,14,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0
"CT00085","Springs","Canterbury",838,22,21,21,21,21,20,19,19,18,18,17,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00086","Stratford","Taranaki",2331,64,67,63,60,63,60,59,59,55,55,52,47,49,46,46,46,46,43,41,41,41,41,38,37,37,37,37,39,40,40,40,40,37,38,38,38,38,32,33,33,33,33,25,26,26,26,26,19,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00087","Taieri","Otago",2959,68,68,68,64,72,67,65,67,63,64,63,60,59,54,54,54,54,50,45,44,45,45,43,42,42,42,42,43,43,43,43,43,46,47,47,47,47,44,45,45,45,45,38,38,38,38,38,32,32,32,32,32,22,22,22,22,22,18,18,18,18,18,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00088","Takaka","Nelson",855,20,22,22,21,21,23,20,21,20,20,19,18,17,15,15,15,15,14,13,13,13,13,13,12,12,12,12,13,13,13,13,13,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00089","Taranaki","Taranaki",2338,64,67,63,61,64,60,59,59,56,55,52,48,49,46,46,47,47,43,41,41,41,41,38,37,37,37,37,39,40,40,40,40,37,38,38,38,38,32,33,33,33,33,25,26,26,26,26,19,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00090","Tauranga","Auckland",2068,54,55,52,56,52,53,50,47,45,45,44,41,40,38,38,38,38,37,34,34,34,34,33,32,32,32,32,34,34,35,35,35,35,35,35,35,35,31,32,32,32,32,24,24,25,25,25,19,19,20,20,20,13,14,14,14,14,10,10,10,10,10,7,8,8,8,8,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00091","Tawera","Canterbury",364,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00092","Thames","Auckland",782,21,21,20,21,20,20,19,18,17,17,17,16,15,14,14,14,14,14,13,13,13,13,13,12,12,12,12,13,13,13,13,13,13,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00093","Tuapeka","Otago",2287,53,52,52,49,56,52,50,52,49,50,49,46,46,42,42,42,42,38,34,34,34,34,33,33,33,33,33,33,33,33,33,33,36,36,36,36,36,34,35,35,34,34,29,29,29,29,29,24,25,25,25,25,17,17,17,17,17,14,14,14,14,14,12,12,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00094","Uawa","Hawkes.Bay",466,13,12,12,11,10,11,10,10,9,11,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00095","Vincent","Otago",1546,36,36,36,34,38,35,34,35,33,34,33,32,31,28,28,28,28,26,23,23,23,23,22,22,22,22,22,22,22,23,22,22,24,24,24,24,24,23,23,23,23,23,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,9,9,9,10,10,8,8,9,9,9,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00096","Waiapu","Hawkes.Bay",599,16,16,16,14,14,14,13,13,12,14,11,8,10,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00097","Waihemo","Otago",647,15,15,15,14,16,15,14,15,14,14,14,13,13,12,12,12,12,11,10,10,10,10,9,9,9,9,9,9,9,10,9,9,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00098","Waikato","Auckland",3521,93,94,89,95,89,90,86,81,77,77,74,70,69,64,64,64,64,63,58,58,58,58,56,55,55,55,55,58,59,59,59,59,59,60,60,60,60,53,54,54,54,54,41,42,42,42,42,33,33,33,33,33,23,23,23,23,23,17,18,18,18,18,13,13,13,13,13,8,8,8,9,9,6,6,6,6,6,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CT00099","Waikohu","Hawkes.Bay",1344,37,35,36,32,30,31,28,28,26,31,24,19,24,26,26,26,26,23,22,22,22,22,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,14,14,14,14,14,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00100","Waikouaiti","Otago",2029,47,47,47,44,49,46,45,46,43,44,43,41,41,37,37,37,37,34,31,31,31,31,29,29,29,29,29,29,29,29,29,29,32,32,32,32,32,31,31,31,31,31,26,26,26,26,26,22,22,22,22,22,15,15,15,15,15,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00101","Waimairi","Canterbury",6672,172,166,164,169,169,155,152,154,147,146,136,126,123,122,122,122,122,113,109,109,109,109,106,106,106,106,106,110,111,111,111,111,109,109,109,109,109,98,98,98,98,98,78,78,78,78,78,64,64,65,65,65,44,44,44,44,44,37,37,37,37,37,30,31,31,31,31,21,21,21,21,21,16,17,17,17,17,10,10,10,10,10,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00102","Waimarino","Taranaki",1285,35,37,35,34,35,33,33,32,31,31,29,26,27,26,26,26,26,24,23,23,23,23,21,21,21,21,21,22,22,22,22,22,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00103","Waimate","Canterbury",3388,87,84,83,85,85,79,77,78,74,74,69,64,62,62,62,62,62,57,55,55,55,55,54,54,54,54,54,56,56,56,56,56,55,55,55,55,55,50,50,50,50,50,40,40,40,40,40,33,33,33,33,33,22,22,22,22,22,19,19,19,19,19,15,15,16,16,16,11,11,11,11,11,8,8,8,9,9,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00104","Waimate West","Taranaki",1065,29,30,29,27,29,27,27,27,25,25,24,22,22,21,21,21,21,20,19,18,19,19,17,17,17,17,17,18,18,18,18,18,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,8,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00105","Waimea","Nelson",4297,102,109,108,107,106,116,100,108,99,99,94,90,83,76,76,76,76,69,65,64,64,64,64,62,62,62,62,64,66,66,66,66,74,75,75,75,75,65,67,67,67,67,53,53,53,53,53,39,39,40,40,40,29,29,29,29,29,24,24,24,24,24,19,20,20,20,20,12,13,13,13,13,10,10,10,11,11,7,7,7,7,7,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00106","Waipa","Auckland",3480,92,93,88,94,88,89,85,80,76,76,73,69,68,63,63,63,63,63,58,57,57,57,55,55,54,55,55,57,58,58,58,58,59,59,60,60,60,52,53,53,53,53,41,41,41,41,41,32,33,33,33,33,23,23,23,23,23,17,17,18,18,18,13,13,13,13,13,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CT00107","Waipara","Canterbury",1020,26,25,25,26,26,23,23,23,22,22,21,19,19,18,19,19,19,17,16,16,17,17,16,16,16,16,16,17,17,17,17,17,16,17,17,17,17,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00108","Waipawa","Hawkes.Bay",1512,41,39,40,36,34,35,32,32,30,35,27,21,26,29,29,29,29,26,24,24,24,24,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,23,23,23,23,23,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00109","Waipukurau","Hawkes.Bay",500,13,13,13,12,11,12,10,10,10,12,9,7,9,10,10,10,10,9,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00110","Wairarapa South","Wellington",1360,35,36,34,34,33,32,32,31,29,30,28,25,25,25,25,25,25,24,23,22,23,23,22,21,21,22,22,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,16,16,16,16,16,12,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00111","Wairewa","Canterbury",468,12,12,11,12,12,11,11,11,10,10,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00112","Wairoa","Hawkes.Bay",986,27,26,27,24,22,23,21,21,20,23,18,14,17,19,19,19,19,17,16,16,16,16,17,17,17,17,17,16,16,16,16,16,17,17,17,17,17,15,15,15,15,15,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00113","Waitaki","Otago",5033,117,115,115,109,123,114,111,115,107,109,107,102,101,92,92,92,92,85,76,76,76,76,72,72,72,72,72,72,73,73,73,73,79,79,80,79,79,76,76,76,76,76,64,64,64,64,64,54,54,54,54,54,38,38,38,38,38,30,31,31,31,31,27,28,28,28,28,20,20,20,20,20,15,15,15,15,15,11,11,11,10,10,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0
"CT00114","Waitemata","Auckland",4236,111,113,107,114,107,108,103,97,93,93,89,84,82,77,77,77,77,76,70,69,70,70,67,66,66,66,66,69,71,71,71,71,71,72,73,72,72,64,65,65,65,65,50,50,50,50,50,39,40,40,40,40,28,28,28,28,28,21,21,21,21,21,15,16,16,16,16,10,10,10,10,10,7,7,8,8,8,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00115","Waitomo","Auckland",2674,70,71,67,72,67,68,65,61,59,58,56,53,52,49,49,49,49,48,44,44,44,44,43,42,42,42,42,44,45,45,45,45,45,46,46,46,46,40,41,41,41,41,31,32,32,32,32,25,25,25,25,25,17,18,18,17,17,13,13,14,14,14,10,10,10,10,10,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00116","Waitotara","Taranaki",1297,36,38,36,34,36,34,33,33,31,31,29,27,28,26,26,26,26,24,23,23,23,23,21,21,21,21,21,22,22,22,22,22,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,10,11,11,11,11,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00117","Wallace","Southland",3855,100,108,100,102,106,100,98,101,93,93,93,84,85,75,75,75,75,63,60,60,60,60,58,58,58,58,58,59,60,60,60,60,59,59,59,59,59,52,52,53,52,52,42,42,42,42,42,33,34,34,34,34,25,25,25,25,25,22,22,22,22,22,17,17,17,17,17,12,12,12,12,12,8,8,8,9,9,5,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00118","Wanganui","Wellington",1120,29,29,28,28,27,27,27,26,24,25,23,21,21,20,20,20,20,20,19,19,19,19,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,17,18,18,18,18,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00119","Weber","Wellington",172,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00120","West Taupo","Auckland",1283,34,34,33,35,33,33,31,30,28,28,27,26,25,23,23,24,24,23,21,21,21,21,21,20,20,20,20,21,22,22,22,22,22,22,22,22,22,19,20,20,20,20,15,15,15,15,15,12,12,12,12,12,8,8,8,8,8,6,6,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00121","Westland","Westland",1833,38,43,38,40,48,40,40,37,47,37,38,38,31,28,28,28,28,30,29,29,29,29,23,23,23,23,23,29,29,29,29,29,28,28,28,28,28,30,30,30,30,30,25,25,25,25,25,19,19,19,19,19,13,13,13,13,13,9,9,9,9,9,9,10,10,10,10,6,6,6,6,6,9,9,9,9,9,7,7,7,7,7,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00122","Whakatane","Hawkes.Bay",1241,34,33,33,29,28,29,26,26,24,29,23,17,22,24,24,24,24,22,20,20,20,20,21,21,21,21,21,20,20,20,20,20,21,21,21,21,21,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,4,4,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00123","Whangamomona","Taranaki",514,14,15,14,14,14,13,13,13,12,12,12,11,11,10,10,10,10,10,9,9,9,9,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00124","Whangarei","Auckland",3987,105,106,101,108,100,102,97,91,87,87,84,79,78,72,72,73,73,72,66,65,66,66,64,63,62,63,63,65,66,67,67,67,67,68,68,68,68,60,61,61,61,61,47,47,47,47,47,37,37,38,38,38,26,26,26,26,26,20,20,20,20,20,14,15,15,15,15,9,9,10,10,10,7,7,7,7,7,5,5,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"CT00125","Whangaroa","Auckland",422,11,11,11,11,11,11,10,10,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00126","Woodville","Wellington",886,23,23,22,22,21,21,21,20,19,20,18,17,16,16,16,16,16,16,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,10,10,11,10,10,8,8,8,8,8,6,6,6,6,6,4,4,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
